# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NMNAT3	ENSG00000163864	ENST00000514703	protein_coding	0	0	1	370	0	0	0	0	0	0	0	30	0	0	311	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29
NPCDR1	ENSG00000269415	ENST00000593377	protein_coding	1	1	3	83	0	0	0	0	0	0	0	43	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	40
NPHP3	ENSG00000113971	ENST00000326682	protein_coding	0	3	4	197	6	0	1	0	0	0	0	16	0	0	157	4	0	0	0	0	0	0	1	0	0	0	0	0	2	18
NPHP3	ENSG00000113971	ENST00000337331	protein_coding	0	5	8	187	1	0	1	0	0	0	0	12	0	0	156	8	0	0	0	0	0	0	1	0	0	0	0	0	4	18
NPHP3	ENSG00000113971	ENST00000343113	protein_coding	0	3	2	49	0	0	1	0	0	0	0	21	0	0	10	2	0	0	0	0	0	0	1	0	0	0	0	0	2	18
NPHP3	ENSG00000113971	ENST00000383282	protein_coding	0	2	2	36	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	18
NPHP3	ENSG00000113971	ENST00000465756	nonsense_mediated_decay	0	2	2	195	6	0	0	0	0	0	0	12	0	0	160	2	0	0	0	0	0	0	1	0	0	0	0	0	1	18
NPHP3	ENSG00000113971	ENST00000469232	nonsense_mediated_decay	0	1	0	141	4	0	0	0	0	0	0	21	0	0	96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21
NPHP3	ENSG00000113971	ENST00000471145	processed_transcript	0	1	0	51	0	0	0	0	0	0	0	19	0	0	10	0	2	0	0	0	0	0	1	0	0	0	0	0	0	21
NPHP3	ENSG00000113971	ENST00000471702	nonsense_mediated_decay	1	4	4	610	15	0	1	0	0	0	0	22	0	0	557	4	0	0	0	0	0	1	2	0	0	0	0	0	2	18
NPHP3	ENSG00000113971	ENST00000474871	retained_intron	0	1	0	80	0	0	0	0	0	0	0	16	0	0	38	0	6	0	0	0	0	0	1	0	0	0	0	0	0	21
NPHP3	ENSG00000113971	ENST00000476742	processed_transcript	0	0	0	99	0	0	0	0	0	0	0	22	0	0	57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
NPHP3	ENSG00000113971	ENST00000490993	retained_intron	0	1	0	180	0	0	0	0	0	0	0	12	0	0	136	0	13	0	0	0	0	0	1	0	0	0	0	0	0	20
NPHP3	ENSG00000113971	ENST00000493732	retained_intron	0	0	0	39	0	0	0	0	0	0	0	12	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
NPHP3	ENSG00000113971	ENST00000512094	protein_coding	0	0	1	37	2	0	0	0	0	0	0	12	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NPHP3	ENSG00000113971	ENST00000515289	retained_intron	0	0	0	49	0	0	0	0	0	0	0	18	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17
NPHP3-AS1	ENSG00000248724	ENST00000489343	antisense	1	0	0	154	0	0	0	0	0	0	0	15	0	0	112	0	10	0	0	0	1	0	0	0	0	0	0	0	0	18
NPHP3-AS1	ENSG00000248724	ENST00000504440	antisense	2	2	0	857	0	0	0	0	0	0	0	32	0	0	791	0	18	0	0	0	1	1	2	0	0	0	0	0	0	20
NPM1P17	ENSG00000242070	ENST00000479221	processed_pseudogene	0	0	0	42	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
NPM1P23	ENSG00000242109	ENST00000440193	transcribed_processed_pseudogene	0	0	0	46	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	31
NPM1P28	ENSG00000240804	ENST00000492269	processed_pseudogene	0	0	0	44	0	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	27
NPM1P29	ENSG00000239351	ENST00000483112	processed_pseudogene	0	0	0	38	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
NPRL2	ENSG00000114388	ENST00000232501	protein_coding	0	1	0	22	0	1	2	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000418825	nonsense_mediated_decay	0	1	0	21	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000429366	nonsense_mediated_decay	0	1	0	21	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000433381	nonsense_mediated_decay	0	1	0	21	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000433999	nonsense_mediated_decay	0	1	0	21	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000448302	nonsense_mediated_decay	0	1	0	19	0	1	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000451194	nonsense_mediated_decay	0	1	0	21	0	1	1	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000461020	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000467294	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000469839	retained_intron	0	0	0	18	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000476064	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000479512	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000480296	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
NPRL2	ENSG00000114388	ENST00000487632	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000492805	retained_intron	0	0	0	19	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
NPRL2	ENSG00000114388	ENST00000493465	processed_transcript	0	0	0	19	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
NPRL2	ENSG00000114388	ENST00000493907	retained_intron	0	0	0	18	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
NR1D2	ENSG00000174738	ENST00000312521	protein_coding	0	2	1	250	12	0	5	0	0	0	0	24	0	0	176	1	0	0	0	0	0	0	0	0	0	0	0	0	2	33
NR1D2	ENSG00000174738	ENST00000383773	nonsense_mediated_decay	0	3	0	243	5	0	5	0	0	0	0	26	0	0	176	0	0	0	0	0	0	0	1	0	0	0	0	0	2	31
NR1D2	ENSG00000174738	ENST00000468700	retained_intron	0	0	0	79	0	0	0	0	0	0	0	21	0	0	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29
NR1D2	ENSG00000174738	ENST00000472780	retained_intron	0	0	0	62	0	0	0	0	0	0	0	33	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
NR1D2	ENSG00000174738	ENST00000492552	processed_transcript	0	0	0	235	0	0	0	0	0	0	0	24	0	0	172	0	5	0	0	0	0	0	0	0	0	0	0	0	0	34
NR1I2	ENSG00000144852	ENST00000337940	protein_coding	0	14	2	244	11	0	1	0	0	0	0	17	0	0	191	2	0	0	0	12	0	0	0	0	0	0	0	0	2	24
NR1I2	ENSG00000144852	ENST00000393716	protein_coding	0	4	2	257	11	2	11	0	0	0	0	17	0	0	196	2	0	0	0	0	0	0	0	0	0	0	0	0	2	22
NR1I2	ENSG00000144852	ENST00000466380	protein_coding	0	16	2	257	11	2	11	0	0	0	0	17	0	0	196	2	0	0	0	12	0	0	0	0	0	0	0	0	2	22
NR1I2	ENSG00000144852	ENST00000474090	retained_intron	0	0	0	222	0	0	0	0	0	0	0	20	0	0	172	0	6	0	0	0	0	0	0	0	0	0	0	0	0	24
NR1I2	ENSG00000144852	ENST00000493757	retained_intron	0	0	0	73	0	0	0	0	0	0	0	17	0	0	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	25
NR2C2	ENSG00000177463	ENST00000323373	protein_coding	0	30	1	472	0	0	1	0	0	0	0	24	0	0	409	1	0	0	0	27	0	0	1	0	0	0	0	0	2	39
NR2C2	ENSG00000177463	ENST00000393102	protein_coding	0	2	1	397	0	0	0	0	0	0	0	23	0	0	354	1	0	0	0	0	0	0	1	0	0	0	0	0	1	21
NR2C2	ENSG00000177463	ENST00000406272	protein_coding	0	2	1	220	0	0	0	0	0	0	0	23	0	0	178	1	0	0	0	0	0	0	1	0	0	0	0	0	1	20
NR2C2	ENSG00000177463	ENST00000413118	protein_coding	0	1	0	335	0	0	2	0	0	0	0	19	0	0	276	0	0	0	0	0	0	0	1	0	0	0	0	0	0	39
NR2C2	ENSG00000177463	ENST00000413194	protein_coding	0	1	0	135	0	0	0	0	0	0	0	18	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35
NR2C2	ENSG00000177463	ENST00000425241	protein_coding	0	29	1	474	0	0	2	0	0	0	0	24	0	0	410	1	0	0	0	27	0	0	1	0	0	0	0	0	1	39
NR2C2	ENSG00000177463	ENST00000435454	protein_coding	0	1	0	299	0	0	1	0	0	0	0	24	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40
NR2C2	ENSG00000177463	ENST00000437120	protein_coding	0	2	0	284	0	0	0	0	0	0	0	17	0	0	247	0	0	0	0	0	0	0	1	0	0	0	0	0	1	21
NR2C2	ENSG00000177463	ENST00000439011	protein_coding	0	1	0	144	0	0	0	0	0	0	0	18	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27
NR2C2	ENSG00000177463	ENST00000475707	retained_intron	0	1	0	467	0	0	0	0	0	0	0	24	0	0	406	0	5	0	0	0	0	0	1	0	0	0	0	0	0	33
NR2C2	ENSG00000177463	ENST00000478572	processed_transcript	0	0	0	132	0	0	0	0	0	0	0	24	0	0	84	0	7	0	0	0	0	0	0	0	0	0	0	0	0	17
NR2C2	ENSG00000177463	ENST00000495282	retained_intron	0	0	0	79	0	0	0	0	0	0	0	30	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36
NRADDP	ENSG00000236409	ENST00000437305	unitary_pseudogene	0	0	0	32	0	0	0	0	0	0	0	14	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
NRBF2P2	ENSG00000226933	ENST00000413087	processed_pseudogene	0	0	0	45	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
NRROS	ENSG00000174004	ENST00000328557	protein_coding	0	5	2	250	2	0	1	0	0	0	0	41	0	0	176	2	0	0	0	1	0	0	0	0	0	0	0	0	4	30
NRROS	ENSG00000174004	ENST00000461791	retained_intron	0	0	0	207	0	0	0	0	0	0	0	58	0	0	117	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29
NSUN3	ENSG00000178694	ENST00000314622	protein_coding	0	1	3	208	11	0	1	0	0	0	0	16	0	0	166	3	0	0	0	0	0	0	1	0	0	0	0	0	0	15
NSUN3	ENSG00000178694	ENST00000461625	processed_transcript	1	1	0	31	0	0	0	0	0	0	0	11	0	0	4	0	3	0	0	0	0	1	1	0	0	0	0	0	0	15
NSUN3	ENSG00000178694	ENST00000468555	processed_transcript	0	1	0	87	0	0	0	0	0	0	0	13	0	0	55	0	5	0	0	0	0	0	1	0	0	0	0	0	0	15
NSUN3	ENSG00000178694	ENST00000476588	retained_intron	0	0	0	94	0	0	0	0	0	0	0	14	0	0	60	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16
NSUN3	ENSG00000178694	ENST00000477077	processed_transcript	0	0	0	34	0	0	0	0	0	0	0	11	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	16
NSUN3	ENSG00000178694	ENST00000483378	nonsense_mediated_decay	0	1	0	113	0	0	0	0	0	0	0	12	0	0	86	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16
NSUN3	ENSG00000178694	ENST00000485793	processed_transcript	0	0	0	87	0	0	0	0	0	0	0	13	0	0	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
NSUN3	ENSG00000178694	ENST00000494128	processed_transcript	0	1	0	46	0	0	0	0	0	0	0	12	0	0	17	0	1	0	0	0	0	0	1	0	0	0	0	0	0	17
NT5DC2	ENSG00000168268	ENST00000307076	protein_coding	0	7	1	109	1	0	1	0	0	0	0	27	0	0	54	1	0	0	0	0	0	0	2	0	0	0	0	0	5	28
NT5DC2	ENSG00000168268	ENST00000307092	protein_coding	0	6	1	98	1	0	1	0	0	0	0	27	0	0	52	1	0	0	0	0	0	0	2	0	0	0	0	0	4	19
NT5DC2	ENSG00000168268	ENST00000422318	protein_coding	0	8	1	96	1	0	0	0	0	0	0	27	0	0	51	1	0	0	0	0	0	0	2	0	0	0	0	0	6	19
NT5DC2	ENSG00000168268	ENST00000459839	protein_coding	0	7	1	96	0	0	0	0	0	0	0	27	0	0	52	1	0	0	0	0	0	0	2	0	0	0	0	0	5	19
NT5DC2	ENSG00000168268	ENST00000462261	retained_intron	0	1	0	66	0	0	0	0	0	0	0	27	0	0	3	0	9	0	0	0	0	0	1	0	0	0	0	0	0	28
NT5DC2	ENSG00000168268	ENST00000463947	protein_coding	0	3	0	72	1	0	0	0	0	0	0	27	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	2	30
NT5DC2	ENSG00000168268	ENST00000466112	retained_intron	0	1	0	71	0	0	0	0	0	0	0	25	0	0	14	0	4	0	0	0	0	0	1	0	0	0	0	0	0	29
NT5DC2	ENSG00000168268	ENST00000469616	retained_intron	0	0	0	58	0	0	0	0	0	0	0	26	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29
NT5DC2	ENSG00000168268	ENST00000471522	protein_coding	0	3	0	68	0	1	3	0	0	0	0	28	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	29
NT5DC2	ENSG00000168268	ENST00000478091	retained_intron	0	0	0	76	0	0	0	0	0	0	0	27	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	32
NT5DC2	ENSG00000168268	ENST00000479024	retained_intron	0	1	0	68	0	0	0	0	0	0	0	27	0	0	3	0	10	0	0	0	0	0	1	0	0	0	0	0	0	29
NT5DC2	ENSG00000168268	ENST00000486792	retained_intron	0	0	0	67	0	0	0	0	0	0	0	28	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36
NT5DC2	ENSG00000168268	ENST00000487779	processed_transcript	0	1	0	89	0	0	0	0	0	0	0	27	0	0	37	0	3	0	0	0	0	0	1	0	0	0	0	0	0	23
NT5DC2	ENSG00000168268	ENST00000489316	protein_coding	0	4	1	82	0	0	0	0	0	0	0	28	0	0	38	1	0	0	0	0	0	0	1	0	0	0	0	0	3	17
NT5DC2	ENSG00000168268	ENST00000490681	processed_transcript	0	0	0	77	0	0	0	0	0	0	0	29	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	27
NT5DC2	ENSG00000168268	ENST00000492555	nonsense_mediated_decay	0	2	1	113	5	0	1	0	0	0	0	27	0	0	54	1	0	0	0	0	0	0	2	0	0	0	0	0	0	28
NUDT16	ENSG00000198585	ENST00000359850	protein_coding	0	1	1	68	15	0	1	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36
NUDT16	ENSG00000198585	ENST00000502852	protein_coding	0	1	1	51	2	0	1	0	0	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	36
NUDT16	ENSG00000198585	ENST00000521288	protein_coding	0	2	1	68	15	0	1	0	0	0	0	16	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	36
NUDT16	ENSG00000198585	ENST00000537561	protein_coding	0	2	2	68	14	0	0	0	0	0	0	16	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	37
NUDT16P1	ENSG00000246082	ENST00000498923	retained_intron	0	0	0	121	0	0	0	0	0	0	0	33	0	0	13	0	16	0	0	0	0	0	0	0	0	0	0	0	0	59
NUDT16P1	ENSG00000246082	ENST00000499077	processed_transcript	0	0	0	125	0	0	0	0	0	0	0	34	0	0	14	0	18	0	0	0	0	0	0	0	0	0	0	0	0	59
NUDT16P1	ENSG00000246082	ENST00000513809	transcribed_unprocessed_pseudogene	0	0	0	107	0	0	0	0	0	0	0	26	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	59
NUP210	ENSG00000132182	ENST00000254508	protein_coding	0	16	23	627	10	0	0	0	0	0	0	35	0	0	561	12	0	0	0	11	0	0	1	0	0	0	0	0	15	22
NUP210	ENSG00000132182	ENST00000420141	retained_intron	0	0	0	452	0	0	0	0	0	0	0	23	0	0	394	0	13	0	0	0	0	0	0	0	0	0	0	0	0	22
NUP210	ENSG00000132182	ENST00000479519	retained_intron	0	0	0	57	0	0	0	0	0	0	0	23	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	25
NUP210	ENSG00000132182	ENST00000485755	processed_transcript	0	1	0	80	0	0	0	0	0	0	0	30	0	0	26	0	4	0	0	0	0	0	1	0	0	0	0	0	0	21
NUP210P1	ENSG00000198284	ENST00000357061	processed_transcript	0	1	0	127	0	0	0	0	0	0	0	47	0	0	48	0	5	0	0	0	0	0	1	0	0	0	0	0	0	28
NUP210P1	ENSG00000198284	ENST00000504322	transcribed_processed_pseudogene	0	0	0	96	0	0	0	0	0	0	0	20	0	0	39	0	5	0	0	0	0	0	0	0	0	0	0	0	0	32
NUP210P1	ENSG00000198284	ENST00000514993	processed_transcript	0	1	0	80	0	0	0	0	0	0	0	20	0	0	33	0	1	0	0	0	0	0	1	0	0	0	0	0	0	27
NUP210P2	ENSG00000225275	ENST00000510577	unprocessed_pseudogene	0	0	0	100	0	0	0	0	0	0	0	33	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	46
NUP210P3	ENSG00000248916	ENST00000506964	unprocessed_pseudogene	0	0	0	78	0	0	0	0	0	0	0	25	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	37
NXPE3	ENSG00000144815	ENST00000273347	protein_coding	0	1	1	181	5	0	5	0	0	0	0	14	0	0	144	1	0	0	0	0	0	0	0	0	0	0	0	0	1	13
NXPE3	ENSG00000144815	ENST00000422132	protein_coding	0	1	1	179	17	0	1	0	0	0	0	16	0	0	127	1	0	0	0	0	0	0	0	0	0	0	0	0	1	18
NXPE3	ENSG00000144815	ENST00000474165	protein_coding	0	0	0	112	0	0	3	0	0	0	0	17	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NXPE3	ENSG00000144815	ENST00000477909	protein_coding	0	1	1	172	3	0	4	0	0	0	0	13	0	0	139	1	0	0	0	0	0	0	0	0	0	0	0	0	1	13
NXPE3	ENSG00000144815	ENST00000487830	processed_transcript	0	0	0	44	0	0	0	0	0	0	0	23	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
NXPE3	ENSG00000144815	ENST00000491511	protein_coding	0	1	1	191	14	0	2	0	0	0	0	16	0	0	144	1	0	0	0	0	0	0	0	0	0	0	0	0	1	15
NXPE3	ENSG00000144815	ENST00000495842	protein_coding	0	0	0	56	0	0	5	0	0	0	0	21	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OGG1	ENSG00000114026	ENST00000302003	protein_coding	0	2	5	61	0	0	1	0	0	0	0	18	0	0	30	5	0	0	0	0	0	0	2	0	0	0	0	0	1	13
OGG1	ENSG00000114026	ENST00000302008	protein_coding	0	2	4	93	1	0	0	0	0	0	0	19	0	0	60	4	0	0	0	0	0	0	2	0	0	0	0	0	1	14
OGG1	ENSG00000114026	ENST00000302036	protein_coding	0	2	4	93	1	0	1	0	0	0	0	19	0	0	60	4	0	0	0	0	0	0	2	0	0	0	0	0	1	13
OGG1	ENSG00000114026	ENST00000339511	protein_coding	39	2	4	62	1	0	1	0	0	0	0	18	0	0	30	4	0	0	0	0	0	0	2	0	0	0	0	39	1	13
OGG1	ENSG00000114026	ENST00000344629	protein_coding	39	2	5	62	1	0	1	0	0	0	0	18	0	0	30	5	0	0	0	0	0	0	2	0	0	0	0	39	1	13
OGG1	ENSG00000114026	ENST00000349503	protein_coding	0	2	2	95	1	0	1	0	0	0	0	19	0	0	62	2	0	0	0	0	0	0	2	0	0	0	0	0	1	13
OGG1	ENSG00000114026	ENST00000352937	protein_coding	0	2	0	94	1	0	0	0	0	0	0	19	0	0	59	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16
OGG1	ENSG00000114026	ENST00000383825	processed_transcript	0	0	0	63	0	0	0	0	0	0	0	18	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16
OGG1	ENSG00000114026	ENST00000383826	protein_coding	0	1	2	94	0	0	0	0	0	0	0	18	0	0	62	2	0	0	0	0	0	0	1	0	0	0	0	0	1	14
OGG1	ENSG00000114026	ENST00000416333	protein_coding	0	0	3	60	0	0	0	0	0	0	0	18	0	0	26	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16
OGG1	ENSG00000114026	ENST00000425665	nonsense_mediated_decay	0	0	1	67	3	0	0	0	0	0	0	18	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	0	0	14
OGG1	ENSG00000114026	ENST00000426518	protein_coding	0	1	0	194	0	0	0	0	0	0	0	29	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16
OGG1	ENSG00000114026	ENST00000429146	nonsense_mediated_decay	0	1	2	61	2	0	0	0	0	0	0	15	0	0	30	2	0	0	0	0	0	0	1	0	0	0	0	0	1	14
OGG1	ENSG00000114026	ENST00000432857	retained_intron	0	0	0	48	0	0	0	0	0	0	0	28	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
OGG1	ENSG00000114026	ENST00000436092	processed_transcript	0	1	0	45	0	0	0	0	0	0	0	27	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	14
OGG1	ENSG00000114026	ENST00000441094	protein_coding	0	1	3	62	0	0	0	0	0	0	0	17	0	0	32	3	0	0	0	0	0	0	2	0	0	0	0	0	0	14
OGG1	ENSG00000114026	ENST00000449570	protein_coding	0	2	4	92	1	0	0	0	0	0	0	18	0	0	60	4	0	0	0	0	0	0	2	0	0	0	0	0	1	14
OGG1	ENSG00000114026	ENST00000602976	retained_intron	0	0	0	59	0	0	0	0	0	0	0	13	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	28
OPA1	ENSG00000198836	ENST00000361150	protein_coding	0	6	3	568	14	0	1	0	0	0	0	24	0	0	515	3	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000361510	protein_coding	0	6	4	567	14	0	1	0	0	0	0	24	0	0	514	4	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000361715	protein_coding	0	6	3	568	14	0	1	0	0	0	0	24	0	0	515	3	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000361828	protein_coding	0	6	4	567	14	0	1	0	0	0	0	24	0	0	514	4	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000361908	protein_coding	0	6	4	567	14	0	1	0	0	0	0	24	0	0	514	4	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000392436	protein_coding	0	2	3	211	0	0	0	0	0	0	0	24	0	0	171	3	0	0	0	0	0	0	0	0	0	0	0	0	2	16
OPA1	ENSG00000198836	ENST00000392437	protein_coding	0	2	2	180	0	0	1	0	0	0	0	24	0	0	140	2	0	0	0	0	0	0	0	0	0	0	0	0	2	15
OPA1	ENSG00000198836	ENST00000392438	protein_coding	0	6	4	567	14	0	1	0	0	0	0	24	0	0	514	4	0	0	0	0	0	0	1	0	0	0	0	0	5	15
OPA1	ENSG00000198836	ENST00000419435	protein_coding	0	1	2	181	0	0	3	0	0	0	0	24	0	0	139	2	0	0	0	0	0	0	0	0	0	0	0	0	1	15
OPA1	ENSG00000198836	ENST00000429164	protein_coding	0	1	2	56	0	0	0	0	0	0	0	33	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1	14
OPA1	ENSG00000198836	ENST00000434811	protein_coding	0	2	2	154	0	0	0	0	0	0	0	15	0	0	104	2	0	0	0	0	0	0	0	0	0	0	0	0	2	35
OPA1	ENSG00000198836	ENST00000445863	protein_coding	0	2	1	75	5	0	0	0	0	0	0	31	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	2	20
OPA1	ENSG00000198836	ENST00000475899	retained_intron	0	1	0	84	0	0	0	0	0	0	0	31	0	0	20	0	2	0	0	0	0	0	1	0	0	0	0	0	0	32
OPA1	ENSG00000198836	ENST00000482865	retained_intron	0	0	0	102	0	0	0	0	0	0	0	16	0	0	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33
OPA1	ENSG00000198836	ENST00000483516	retained_intron	0	0	0	68	0	0	0	0	0	0	0	23	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21
OPA1	ENSG00000198836	ENST00000487986	processed_transcript	0	0	0	125	0	0	0	0	0	0	0	31	0	0	52	0	4	0	0	0	0	0	0	0	0	0	0	0	0	38
OPA1	ENSG00000198836	ENST00000495261	retained_intron	0	0	0	79	0	0	0	0	0	0	0	24	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	0	0	21
OPA1	ENSG00000198836	ENST00000495476	retained_intron	0	1	0	92	0	0	0	0	0	0	0	13	0	0	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19
OPA1	ENSG00000198836	ENST00000497189	retained_intron	0	1	0	162	0	0	0	0	0	0	0	34	0	0	106	0	2	0	0	0	0	0	1	0	0	0	0	0	0	21
